ID,Name,Description,Graphic,Movie Filename,Flags
10045,,The slightly inebriated customers of this spaceport pub invite you in to play Caber Tag... “A real man’s game!”,-1,,0x0000
10046,,The Pot O’ Gold Tavern is covered with pictures of Old Ireland.,-1,,0x0000
10048,,"Diphidia’s spaceport bar is decorated in a maritime theme, reflecting the planet’s heavy emphasis on ocean-based industry and trade.",-1,,0x0000
10049,,This bar is festooned with mountain-climbing paraphernalia; rock-climbing is a popular sport among the cliffs of New Columbia. ,-1,,0x0000
10053,,"This bar is perplexingly decorated with examples of primitive computer technology, though you can’t fathom the reason why.",-1,,0x0000
10055,,The Blackthorne Cantina is generally not a good place to bring the kids.,-1,,0x0000
10059,,This hole-in-the-wall of a bar is where the bored and tired crewmembers who work for the refinery come after a long shift in the fluid processing facility.,-1,,0x0000
10060,,Welcome to the Ursa Minor Bar. Our drink of the day is the Samarium Cobalt Sunset.,-1,,0x0000
10062,,The miners and engineers of the Pegasus colony often come here to the Unicorn Tavern to relax after a long shift.,-1,,0x0000
10063,,This is a lonely bar on a lonely world. The bartender is glad for the company: the few people who do stop in here each day usually would rather be in a spaceport bar in a more exciting star system... anywhere but Sauron.,-1,,0x0000
10064,,"The Total Eclipse Bar is, surprisingly, extremely bright inside. You wonder if the powerful halogen lighting in the establishment is a subconscious response to the pervasive darkness outside.",-1,,0x0000
10065,,This pub is the spaceport’s premier authentic-German beverage-vending establishment.,-1,,0x0000
10068,,"The Jayock Tavern is decorated with pictures of strange, mythical creatures from many different planets.",-1,,0x0000
10071,,"The sign outside originally read “Murphy Spaceport Bar,” but some wag has changed it to read “The School Of Hard Knocks.”",-1,,0x0000
10075,,"Welcome to the Tree Hugger Juice Bar. Today’s special is fresh-squeezed alfalfa juice, produced by union labor and poured intonon-polluting handcrafted earthenware mugs.",-1,,0x0000
10079,,"The Buzzbird Bar is a great place to relax, what with all the humming peepers they keep in cages all over the barroom. The employees of the bar wear special earplugs to keep from being lulled into peaceful catatonia while on the job.",-1,,0x0000
10080,,"The entire 10-meter length of this bar is covered with the hide of a single Banderfrog. Your admire the designers for picking such a durable material with which to decorate this establishment; however, you question their choice of colors.",-1,,0x0000
10081,,The spaceport bar on Sirgil III is very quiet... all the action seems to be taking place up in orbit at the Sirgil Starport.,-1,,0x0000
10082,,"This bar is packed with people. Apparently, business is booming for the shopowners and entrepreneurs of Sirgil Starport, because people from all over the galaxy come here to trade their wares.",-1,,0x0000
10084,,"This is just another unremarkable spaceport bar, much like all the others you’ve seen in your travels. However, they do seem to mix an especially good vodka and plinkberry juice here.",-1,,0x0000
10085,,"The dimly lit “Bottom O’ The Bucket” is filled with starborne mercenaries and other remnants of the Lethe-Cydonia war. The bartender looks nervously at you, always keeping one eye on the entrance.",-1,,0x0000
10086,,"The holovid in the corner of the Lethe spaceport bar is perpetually tuned to one of the Lethe news services, so that the patrons can keep up to date on the progress of the war.",-1,,0x0000
10090,,"The Eyepatch Tavern is definitely not a place you want to insult drunken pirates in. Or sober ones, for that matter.",-1,,0x0000
10093,,"The spaceport bar on Ruby is frequented by scientists, engineers, and technicians from the various research facilities housed in nearby structures.",-1,,0x0000
10097,,Each member of the insipid band that is attempting to entertain the drunken patrons of this bar seems to be playing his part in a different key from everyone else.,-1,,0x0000
10101,,"Ah, the Evildrome Boozarama. Built out of the remains of a crashed freighter, this bar is frequented by some of the roughest characters in the galaxy. A starship captain can be shot on sight just for parking his ship on some pirate’s favorite landing pad.",-1,,0x0000
10105,,"The guy at the next table looks so nasty that you wouldn’t be surprised if he had a wooden leg and an eyepatch. As you glance about uneasily, you become aware of how easy it would be for you to have your throat slit in this place.",-1,,0x0000
